name,label,summary,description
epel-rpm-macros,服务, Extra Packages for Enterprise Linux RPM macros," This package contains the Extra Packages for Enterprise Linux (EPEL) RPM
macros for building EPEL packages."
dde-control-center,服务, New control center for Linux Deepin, New control center for Linux Deepin.
plymouth-plugin-fade-throbber,服务," Plymouth ""Fade-Throbber"" plugin"," This package contains the ""Fade-In"" boot splash plugin for
Plymouth. It features a centered image that fades in and out
while other images pulsate around during system boot up."
nss-pam-ldapd,服务, An nsswitch module which uses directory servers," The nss-pam-ldapd daemon, nslcd, uses a directory server to look up name
service information (users, groups, etc.) on behalf of a lightweight
nsswitch module."
gnome-terminal,服务, Terminal emulator for GNOME," gnome-terminal is a terminal emulator for GNOME. It features the ability to use
multiple terminals in a single window (tabs) and profiles support."
irqbalance,服务,IRQ balancing daemon ,"irqbalance is a daemon that evenly distributes IRQ load across
multiple CPUs for enhanced performance. "
usbguard-notifier,服务, A tool for detecting usbguard policy and device presence changes," The usbguard-notifier package detects usbguard policy modifications as well as
device presence changes and displays them as pop-up notifications."
memcached,服务," High Performance, Distributed Memory Object Cache"," memcached is a high-performance, distributed memory object caching
system, generic in nature, but intended for use in speeding up dynamic
web applications by alleviating database load."
gnome-getting-started-docs-ru,服务, Russian translations for gnome-getting-started-docs videos, Russian (ru) translations for the Getting Started guide videos.
postgresql-upgrade,服务, Support for upgrading from the previous major release of PostgreSQL," The postgresql-upgrade package contains the pg_upgrade utility and supporting
files needed for upgrading a PostgreSQL database from the previous major
version of PostgreSQL."
pcp-pmda-pdns,服务, Performance Co-Pilot (PCP) metrics for PowerDNS," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the PowerDNS."
ipmievd,服务, IPMI event daemon for sending events to syslog," ipmievd is a daemon which will listen for events from the BMC that are
being  sent to the SEL and also log those messages to syslog."
gnome-settings-daemon,服务, The daemon sharing settings from GNOME to GTK+/KDE applications," A daemon to share settings from GNOME to other applications. It also
handles global keybindings, as well as a number of desktop-wide settings."
fence-agents-intelmodular,服务, Fence agent for devices with Intel Modular interfaces," Fence agent for Intel Modular interfaces that are accessed
via the SNMP protocol."
alsa-plugins-speex,服务, Rate Converter Plugin Using Speex Resampler," The rate plugin is an external rate converter using the Speex resampler
(aka Public Parrot Hack) by Jean-Marc Valin. The pcm plugin provides
pre-processing of a mono stream like denoise using libspeex DSP API."
gedit-plugins,服务, Plugins for gedit, A collection of plugins for gedit.
gssproxy,服务,GSSAPI Proxy ,A proxy for GSSAPI credential handling 
rsyslog-mmaudit,服务, Message modification module supporting Linux audit format," This module provides message modification supporting Linux audit format
in various settings."
xorg-x11-docs,服务, X.Org X11 documentation," Protocol and other technical documentation for the X.Org X11 X Window System
implementation."
pcp-pmda-cifs,服务, Performance Co-Pilot (PCP) metrics for the CIFS protocol," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Common Internet Filesytem."
gedit-plugin-smartspaces,服务, gedit smartspaces plugin, The gedit smartspaces plugin.
kata-containers,服务, Kata Containers version 3.x repository," 
Kata Containers version 3.x repository. Kata Containers is an open source
project and community working to build a standard implementation of lightweight
Virtual Machines (VMs) that feel and perform like containers, but provide the
workload isolation and security advantages of VMs. https://katacontainers.io/.

%gopkg"
pcp-pmda-mounts,服务, Performance Co-Pilot (PCP) metrics for filesystem mounts," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about filesystem mounts."
fence-agents-virsh,服务, Fence agent for virtual machines based on libvirt, Fence agent for virtual machines that are accessed via SSH.
plymouth-system-theme,服务, Plymouth default theme, This metapackage tracks the current distribution default theme.
zvbi,服务," Raw VBI, Teletext and Closed Caption decoding library"," ZVBI provides functions to capture and decode VBI data. The vertical blanking
interval (VBI) is an interval in a television signal that temporarily suspends
transmission of the signal for the electron gun to move back up to the first
line of the television screen to trace the next screen field. The vertical
blanking interval can be used to carry data, since anything sent during the VBI
would naturally not be displayed; various test signals, closed captioning, and
other digital data can be sent during this time period."
corosync,服务, The Corosync Cluster Engine and Application Programming Interfaces," This package contains the Corosync Cluster Engine Executive, several default
APIs and libraries, default configuration files, and an init script."
bind-sdb,服务, BIND server with database backends and DLZ support," BIND (Berkeley Internet Name Domain) is an implementation of the DNS
(Domain Name System) protocols. BIND includes a DNS server (named-sdb)
which has compiled-in SDB (Simplified Database Backend) which includes
support for using alternative Zone Databases stored in an LDAP server
(ldapdb), a postgreSQL database (pgsqldb), an sqlite database (sqlitedb),
or in the filesystem (dirdb), in addition to the standard in-memory RBT
(Red Black Tree) zone database. It also includes support for DLZ
(Dynamic Loadable Zones)"
dde-qt5xcb-plugin,服务, Qt platform plugins for DDE, Qt platform plugins for DDE.
gedit-plugin-drawspaces,服务, gedit drawspaces plugin, The gedit drawspaces plugin.
fence-agents-compute,服务, Fence agent for Nova compute nodes, Fence agent for Nova compute nodes.
freeradius-mysql,服务, MySQL support for freeradius, This plugin provides the MySQL support for the FreeRADIUS server project.
alsa-plugins-usbstream,服务, USB stream plugin for ALSA," The usbstream plugin is for snd-usb-us122l driver. It converts PCM
stream to USB specific stream."
srp_daemon,服务,Tools for using the InfiniBand SRP protocol devices ,"In conjunction with the kernel ib_srp driver, srp_daemon allows you to
discover and use SCSI devices via the SCSI RDMA Protocol over InfiniBand. "
flatpak,服务, Application deployment framework for desktop apps," flatpak is a system for building, distributing and running sandboxed desktop
applications on Linux. See https://wiki.gnome.org/Projects/SandboxedApps for
more information."
gnome-shell-extension-classification-banner,服务, Display classification level banner in GNOME Shell, This GNOME Shell extension adds a banner that displays the classification level.
