name,label,bert_graph_pred,summary,description
genisoimage,工具,服务, Creates an image of an ISO9660 file-system," The genisoimage program is used as a pre-mastering program; i.e., it
generates the ISO9660 file-system. Genisoimage takes a snapshot of
a given directory tree and generates a binary image of the tree
which will correspond to an ISO9660 file-system when written to
a block device. Genisoimage is used for writing CD-ROMs, and includes
support for creating boot-able El Torito CD-ROMs.

Install the genisoimage package if you need a program for writing
CD-ROMs."
langpacks-fi,其它,服务, Finnish langpacks meta-package, This package provides Finnish langpacks meta-package.
google-noto-sans-deseret-fonts,其它,库, Sans Deseret font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Deseret."
words,工具,库, A dictionary of English words for the /usr/share/dict directory," The words file is a dictionary of English words for the
/usr/share/dict directory. Some programs use this database of
words to check spelling. Password checkers use it to look for bad
passwords."
plexus-languages,库,服务, Plexus Languages," Plexus Languages is a set of Plexus components that maintain shared
language features."
publicsuffix-list-dafsa,库,服务, Cross-vendor public domain suffix database in DAFSA form," The Public Suffix List is a cross-vendor initiative to provide
an accurate list of domain name suffixes, maintained by the hard work
of Mozilla volunteers and by submissions from registries.
Software using the Public Suffix List will be able to determine where
cookies may and may not be set, protecting the user from being
tracked across sites.

This package includes a DAFSA representation of the Public Suffix List
for runtime loading."
java-17-openjdk-headless-fastdebug,库,服务, OpenJDK 17 Runtime Environment optimised with full debugging on," The OpenJDK 17 runtime environment without audio and video support.
This package is optimised with full debugging. Install only as needed and remove ASAP."
pcp-zeroconf,服务,服务, Performance Co-Pilot (PCP) Zeroconf Package," This package contains configuration tweaks and files to increase metrics
gathering frequency, several extended pmlogger configurations, as well as
automated pmie diagnosis, alerting and self-healing for the localhost."
hesiod,库,服务, Shared libraries for querying the Hesiod naming service," Hesiod is a system which uses existing DNS functionality to provide access
to databases of information that changes infrequently.  It is often used to
distribute information kept in the /etc/passwd, /etc/group, and /etc/printcap
files, among others."
texlive-changebar,工具,服务, Generate changebars in LaTeX documents," Identify areas of text to be marked with changebars with the
\cbstart and \cbend commands; the bars may be coloured. The
package uses 'drivers' to place the bars; the available drivers
can work with dvitoln03, dvitops, dvips, the emTeX and TeXtures
DVI drivers, and VTeX and PDFTeX."
plexus-component-api,库,服务, Plexus Component API, Plexus Component API
maven-install-plugin-javadoc,库,服务, Javadoc for maven-install-plugin, API documentation for maven-install-plugin.
gnome-session-wayland-session,服务,库, Desktop file for wayland based gnome session, Desktop file to add GNOME on wayland to display manager session menu.
dotnet,库,服务, .NET CLI tools and runtime," .NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, macOS and Windows.

It particularly focuses on creating console applications, web
applications and micro-services.

.NET contains a runtime conforming to .NET Standards a set of
framework libraries, an SDK containing compilers and a 'dotnet'
application to drive everything."
net-snmp-perl,库,服务, The perl NET-SNMP module and the mib2c tool," The net-snmp-perl package contains the perl files to use SNMP from within
Perl.

Install the net-snmp-perl package, if you want to use mib2c or SNMP
with perl."
gspell,库,服务, Spell-checking library for GTK+," gspell provides a flexible API to implement the spell checking
in a GTK+ application."
maven-plugin-annotations,库,服务, Maven Plugin Java 5 Annotations, This package contains Java 5 annotations to use in Mojos.
maven-doxia-modules,工具,服务, Doxia modules for several markup languages., This package provides Doxia modules for several markup languages..
texlive-lettrine,工具,服务, Typeset dropped capitals," The lettrine package supports various dropped capitals styles,
typically those described in the French typographic books. In
particular, it has facilities for the paragraph text's left
edge to follow the outline of capitals that have a regular
shape (such as ""A"" and ""V"")."
perl-Importer,库,服务, Alternative interface to modules that export symbols," This Perl module acts as a layer between Exporter and modules which consume
exports. It is feature-compatible with Exporter, plus some much needed
extras. You can use this to import symbols from any exporter that follows
Exporters specification. The exporter modules themselves do not need to use
or inherit from the Exporter module, they just need to set @EXPORT and/or
other variables."
langpacks-tn,其它,库, Tswana langpacks meta-package, This package provides Tswana langpacks meta-package.
python39-cryptography,库,服务, PyCA's cryptography library," cryptography is a package designed to expose cryptographic primitives and
recipes to Python developers."
ibus-wayland,库,服务, IBus IM module for Wayland, This package contains IBus IM module for Wayland
jboss-logging,库,服务, The JBoss Logging Framework, This package contains the JBoss Logging Framework.
python3-pyOpenSSL,库,服务, Python 3 wrapper module around the OpenSSL library," High-level wrapper around a subset of the OpenSSL library, includes among others
 * SSL.Connection objects, wrapping the methods of Python's portable
   sockets
 * Callbacks written in Python
 * Extensive error-handling mechanism, mirroring OpenSSL's error codes"
pgaudit,库,服务, PostgreSQL Audit Extension," The PostgreSQL Audit extension (pgaudit) provides detailed session
and/or object audit logging via the standard PostgreSQL logging
facility.

The goal of the PostgreSQL Audit extension (pgaudit) is to provide
PostgreSQL users with capability to produce audit logs often required to
comply with government, financial, or ISO certifications.

An audit is an official inspection of an individual's or organization's
accounts, typically by an independent body. The information gathered by
the PostgreSQL Audit extension (pgaudit) is properly called an audit
trail or audit log. The term audit log is used in this documentation."
python3-libpfm,库,服务, Python bindings for libpfm and perf_event_open system call, Python bindings for libpfm4 and perf_event_open system call.
xorg-x11-server-Xspice,服务,服务, XSpice is an X server that can be accessed by a Spice client, XSpice is both an X and a Spice server.
ppp,服务,服务,The Point-to-Point Protocol daemon ,"The ppp package contains the PPP (Point-to-Point Protocol) daemon and
documentation for PPP support. The PPP protocol provides a method for
transmitting datagrams over serial point-to-point links. PPP is
usually used to dial in to an ISP (Internet Service Provider) or other
organization over a modem and phone line. "
