name,label,predict,marked_text
libknet1-plugins-all,库,工具,plugin(服务)s meta package(工具) meta package(工具) install plugin(服务)s
kscreenlocker,库,工具,library(库) component secure lock screen architecture library(库) component secure lock screen architecture
kwin,服务,库,window manager window manager
kwin-common,服务,工具,common file(工具) kwin kwin wayland common file(工具) kwin kwin wayland
kwin-wayland,服务,库,window manager experimental wayland support(工具) window manager experimental wayland support(工具)
ladspa,工具,库,linux audio developer simple example tool(工具) there large number synthesis package(工具) development linux platform time linux audio developer simple plugin(服务) ladspa attempt give program(工具)mer ability write(库) simple plugin(服务) audio processor link dynamically range host application(库) this package(工具) contain(工具) example tool(工具) ladspa
langtable,工具,其它,guessing reasonable default locale keyboard layout territory language(工具) langtable guess reasonable default locale keyboard layout territory language(工具) part informat(库)ion already know example guess territory keyboard layout language(工具) know guess language(工具) keyboard layout territory already know
lcms2,工具,库,color management engine(工具) littlecms intend speed optimize color management engine(工具) open(工具) source(工具) form current version(工具) lcms parallel instal original deprecate
ldns,库,服务,library(库) ldns library(库) simplify program(工具) operation support(工具) also define high level allow(库) program(工具)mer instance create sign packet
ledmon,工具,库,enclosure utilities ledmon ledctl user(工具) space application(库) design(其它) control associate slot enclosure drive there type system system activity status system activity locate fail user(工具) must root privilege application(库)
lftp,工具,库,sophisticated file(工具) transfer program(工具) lftp sophisticated file(工具) transfer program(工具) like bash control readline library(库) input bookmarks mirroring transfer several file(工具) parallel design(其它) reliability mind
lftp-scripts,工具,服务,script(其它)s lftp utility(工具) script(其它) lftp
bsdcat,库,工具,expand file(工具) standard output bsdcat program(工具) typically take file(工具)name argument read standard input pipe case decompress data(工具) write(库) standard output
bsdcpio,库,工具,copy file(工具) archive bsdcpio package(工具) contain(工具) standalone bsdcpio utility(工具) split regular libarchive package(工具)
libblockdev-mdraid,库,工具,raid plugin(服务) libblockdev library(库) libblockdev library(库) plugin(服务) time standalone library(库) provide(工具) function(库)ality relate raid
libblockdev-part,库,工具,partitioning plugin(服务) libblockdev library(库) libblockdev library(库) plugin(服务) time standalone library(库) provide(工具) function(库)ality relate partition
libblockdev-swap,库,服务,swap plugin(服务) libblockdev library(库) libblockdev library(库) plugin(服务) time standalone library(库) provide(工具) function(库)ality relate swap device(服务)
libcanberra,库,服务,portable sound event library(库) small lightweight implementation(库) sound theme specification http
libcdio,库,工具,input control library(库) this library(库) provide(工具) interface(库) access(库) application(库) need access(库) device(服务)
libcgroup,库,服务,library(库) control monitor control group control group infrastructure library(库) help manipulate control administrate monitor control group associated controller
libcgroup-tools,库,服务,utility(工具) program(工具) service(服务) daemon(服务) libcgroup this package(工具) contain(工具) program(工具) service(服务) daemon(服务) manipulate control group libcgroup library(库)
libeasyfc-gobject,库,工具,gobject interface(库) libeasyfc libeasyfc provide(工具) easy interface(库) generate font(其它)config configuration demand this package(工具) contain(工具) interface(库) gobject
libev-source,库,工具,event model(工具) feature this package(工具) contain(工具) source(工具) code(库) libev
libffado,库,服务,free(其它) firewire audio driver(服务) library(库) ffado project(其它) provide(工具) generic solution support(工具) firewire base audio device(服务) linux platform successor free(其它)bob project(其它)
libguestfs-appliance,库,工具,appliance libguestfs provide(工具) appliance libguestfs
libguestfs-bash-completion,库,工具,bash script(其它) libguestfs tool(工具) install package(工具) want intelligent bash guestfish guestmount various tool(工具)
libguestfs-gfs2,库,工具,support(工具) libguestfs this support(工具) libguestfs install want process disk image contain(工具)
libguestfs-rescue,库,工具,additional tool(工具) this additional tool(工具) inside shell network(服务) utility(工具) editor debug utility(工具)
libguestfs-tools,库,工具,system administration tool(工具) virtual machine this package(工具) contain(工具) miscellaneous system administrator command(工具) line tool(工具) virtual machine guestfish file(工具)system interactive shell access(库) modify virtual machine disk image command(工具) line shell script(其它) guestmount command(工具) mount guest file(工具)systems host fuse libguestfs scan virtual machine look partition alignment problem command(工具) line tool(工具) rapidly make disk image popular free(其它) operate system command(工具) line tool(工具) display(其它) content file(工具) virtual machine command(工具) line tool(工具) upload download file(工具) directory virtual machine command(工具) line tool(工具) customize virtual machine disk image command(工具) line tool(工具) display(其它) free(其它) space virtual machine file(工具)systems unlike tool(工具) display(其它) amount space allocate virtual machine look inside virtual machine much space really like command(工具) virtual machine except also work windows virtual machine show difference virtual machine command(工具) line tool(工具) edit content file(工具) virtual machine command(工具) line tool(工具) display(其它) file(工具)systems partition block device(服务) find disk image virtual machine replace deprecated program(工具) much capable tool(工具) command(工具) line tool(工具) erase make blank disk extract disk image examine virtual machine determine version(工具) kernel(其它) version(工具) driver(服务) instal whether virtual machine fully virtualized application(库) instal command(工具) line tool(工具) display(其它) file(工具) virtual machine command(工具) line tool(工具) list file(工具) virtual machine command(工具) line tool(工具) build file(工具)system collection file(工具) tarball provide(工具) rescue shell make interactive unstructured virtual machine resize exist virtual machine disk image make virtual machine disk image sparse reset unconfigure virtual machine preparation clone follow tail file(工具) within guest like archive backup upload tool(工具) virtual machine these replace deprecated program(工具) look modify windows registry windows virtual machine
