name,label,pred,summary,description
libmpcdec,库,库, Musepack audio decoding library," Musepack is an audio compression format with a strong emphasis on high quality.
It's not lossless, but it is designed for transparency, so that you won't be
able to hear differences between the original wave file and the much smaller
MPC file.
It is based on the MPEG-1 Layer-2 / MP2 algorithms, but has rapidly developed
and vastly improved and is now at an advanced stage in which it contains
heavily optimized and patentless code."
python3-pymongo-gridfs,库,库, Python GridFS driver for MongoDB," GridFS is a storage specification for large objects in MongoDB.  This package
contains the python3 version of this module."
pcp-zeroconf,服务,服务, Performance Co-Pilot (PCP) Zeroconf Package," This package contains configuration tweaks and files to increase metrics
gathering frequency, several extended pmlogger configurations, as well as
automated pmie diagnosis, alerting and self-healing for the localhost."
libdnf,库,库, Library providing simplified C and Python API to libsolv, A Library providing simplified C and Python API to libsolv.
texlive-filecontents,工具,工具, Extended filecontents and filecontents* environments," LaTeX2e's filecontents and filecontents* environments enable a
LaTeX source file to generate external files as it runs through
LaTeX. However, there are two limitations of these
environments: they refuse to overwrite existing files, and they
can only be used in the preamble of a document. The
filecontents package removes these limitations, letting you
overwrite existing files and letting you use
filecontents/filecontents* anywhere."
python3-qrcode,库,库, Python QR Code image generator," This module uses the Python Imaging Library (PIL) to allow for the
generation of QR Codes. Python 3 version."
pulseaudio-libs,库,库, Libraries for PulseAudio clients," This package contains the runtime libraries for any application that wishes
to interface with a PulseAudio sound server."
gnome-session-wayland-session,服务,服务, Desktop file for wayland based gnome session, Desktop file to add GNOME on wayland to display manager session menu.
dotnet-sdk-5.0-source-built-artifacts,库,库, Internal package for building .NET 5.0 Software Development Kit," The .NET source-built archive is a collection of packages needed
to build the .NET SDK itself.

These are not meant for general use."
libstaroffice,库,库, A library for import of binary StarOffice documents, libstaroffice is a library for import of binary StarOffice documents.
graphviz-python3,库,库, Python 3 extension for graphviz, Python 3 extension for graphviz.
perl-Git,库,库, Perl interface to Git, Perl interface to Git.
mdadm,工具,工具,The mdadm program controls Linux md devices (software RAID arrays) ,"The mdadm program is used to create, manage, and monitor Linux MD (software
RAID) devices.  As such, it provides similar functionality to the raidtools
package.  However, mdadm is a single program, and it can perform
almost all functions without a configuration file, though a configuration
file can be used to help with some common tasks. "
hunspell-es-SV,工具,工具, Salvadoran Spanish hunspell dictionary, Salvadoran Spanish hunspell dictionary
python38-atomicwrites,库,库, Python Atomic file writes on POSIX," This Python module provides atomic file writes on POSIX operating systems.
It sports:
* Race-free assertion that the target file doesn't yet exist
* Windows support
* Simple high-level API that wraps a very flexible class-based API"
langpacks-zh_CN,其它,其它, Simplified Chinese langpacks meta-package, This package provides Simplified Chinese langpacks meta-package.
libseccomp,库,库, Enhanced seccomp library," The libseccomp library provides an easy to use interface to the Linux Kernel's
syscall filtering mechanism, seccomp.  The libseccomp API allows an application
to specify which syscalls, and optionally which syscall arguments, the
application is allowed to execute, all of which are enforced by the Linux
Kernel."
libXvMC,库,库, X.Org X11 libXvMC runtime library, X.Org X11 libXvMC runtime library
javassist-javadoc,库,库, Javadocs for javassist, javassist development documentation.
pulseaudio-libs-glib2,库,库, GLIB 2.x bindings for PulseAudio clients," This package contains bindings to integrate the PulseAudio client library with
a GLIB 2.x based application."
hyphen,库,库, A text hyphenation library, Hyphen is a library for high quality hyphenation and justification.
libpagemaker,库,库, A library for import of Adobe PageMaker documents," libpagemaker is library providing ability to interpret and import
Adobe PageMaker documents into various applications."
xorg-x11-server-Xspice,服务,服务, XSpice is an X server that can be accessed by a Spice client, XSpice is both an X and a Spice server.
ppp,服务,服务,The Point-to-Point Protocol daemon ,"The ppp package contains the PPP (Point-to-Point Protocol) daemon and
documentation for PPP support. The PPP protocol provides a method for
transmitting datagrams over serial point-to-point links. PPP is
usually used to dial in to an ISP (Internet Service Provider) or other
organization over a modem and phone line. "
autocorr-is,库,库, Icelandic auto-correction rules, Rules for auto-correcting common Icelandic typing errors.
texlive-collection-latexrecommended,工具,工具, LaTeX recommended packages," A collection of recommended add-on packages for LaTeX which
have widespread use."
libbasicobjects,库,库, Basic object types for C, Basic object types
texlive-pst-slpe,工具,工具, Sophisticated colour gradients," This PStricks package covers all the colour gradient
functionality of pst-grad (part of the base pstricks
distribution), and provides the following facilities: - it
permits the user to specify an arbitrary number of colours,
along with the points at which they are to be reached; - it
converts between RGB and HSV behind the scenes; - it provides
concentric and radial gradients; - it provides a command
\psBall that generates bullets with a three-dimensional
appearance; and - uses the xkeyval package for the extended key
handling."
maven-openjdk11,工具,库, OpenJDK 11 binding for Maven, Configures Maven to run with OpenJDK 11.
gcc-toolset-9-annobin,工具,工具, Binary annotation plugin for GCC," Provides a plugin for GCC that records extra information in the files
that it compiles.

Note - the plugin is automatically enabled in gcc builds via flags
provided by the redhat-rpm-macros package."
google-crosextra-caladea-fonts,其它,其它, Serif font metric-compatible with Cambria font," Caladea is metric-compatible with Cambria font. This font is a serif
typeface family based on Lato."
perl-YAML-LibYAML,库,库, Perl YAML Serialization using XS and libyaml," Kirill Siminov's ""libyaml"" is arguably the best YAML implementation. The C
library is written precisely to the YAML 1.1 specification. It was originally
bound to Python and was later bound to Ruby."
