name,label,layer_pred,class_pred,summary,description
firewall-config,系统服务,应用,服务,Firewall configuration application,"The firewall configuration application provides an configuration interface for
firewalld."
firewalld-filesystem,系统服务,应用,服务,Firewalld directory layout and rpm macros,"This package provides directories and rpm macros which
are required by other packages that add firewalld configuration files."
flatpak-libs,应用库,系统,服务,Libraries for flatpak,This package contains libflatpak.
flatpak-selinux,应用服务,系统,服务,SELinux policy module for flatpak,This package contains the SELinux policy module for flatpak.
flatpak-session-helper,应用服务,系统,服务,User D-Bus service used by flatpak and others,"This package contains the org.freedesktop.Flatpak user D-Bus service
that's used by flatpak and other packages."
flatpak-builder,应用工具,应用,服务,Tool to build flatpaks from source,"Flatpak-builder is a tool for building flatpaks from sources.

See http://flatpak.org/ for more information."
flatpak-spawn,应用服务,应用,库,Command-line frontend for the org.freedesktop.Flatpak service,"This package contains the flatpak-spawn command-line utility. It can be
used to talk to the org.freedesktop.Flatpak service to spawn new sandboxes,
run commands on the host, or use one of the session or system helpers."
flatpak-xdg-utils,应用工具,系统,工具,Command-line tools for use inside Flatpak sandboxes,"This package contains a number of command-line utilities for use inside
Flatpak sandboxes. They work by talking to portals."
flite,应用工具,系统,库,"Small, fast speech synthesis engine (text-to-speech)","Flite (festival-lite) is a small, fast run-time speech synthesis engine
developed at CMU and primarily designed for small embedded machines and/or
large servers. Flite is designed as an alternative synthesis engine to
Festival for voices built using the FestVox suite of voice building tools."
fontconfig,应用工具,核心,库,Font configuration and customization library,"Fontconfig is designed to locate fonts within the
system and select them according to requirements specified by
applications."
fontforge,应用工具,应用,库,Outline and bitmap font editor,"FontForge (former PfaEdit) is a font editor for outline and bitmap
fonts. It supports a range of font formats, including PostScript
(ASCII and binary Type 1, some Type 3 and Type 0), TrueType, OpenType
(Type2) and CID-keyed fonts."
fontpackages-filesystem,应用工具,其它,其它,Directories used by font packages,"This package contains the basic directory layout used by font packages,
including the correct permissions for the directories."
foomatic,应用服务,系统,服务,Tools for using the foomatic database of printers and printer drivers,"Foomatic is a comprehensive, spooler-independent database of printers,
printer drivers, and driver descriptions. This package contains
utilities to generate driver description files and printer queues for
CUPS, LPD, LPRng, and PDQ using the database (packaged separately).
There is also the possibility to read the PJL options out of PJL-capable
laser printers and take them into account at the driver description
file generation.

There are spooler-independent command line interfaces to manipulate
queues (foomatic-configure) and to print files/manipulate jobs
(foomatic printjob).

The site http://www.linuxprinting.org/ is based on this database."
foomatic-db,应用服务,应用,其它,Database of printers and printer drivers,"This is the database of printers, printer drivers, and driver options
for Foomatic.

The site http://www.openprinting.org/ is based on this database."
foomatic-db-filesystem,应用服务,应用,库,Directory layout for the foomatic package,Directory layout for the foomatic package.
foomatic-db-ppds,应用服务,核心,工具,PPDs from printer manufacturers,PPDs from printer manufacturers.
forge-parent,系统库,应用,库,Sonatype Forge Parent Pom,"Sonatype Forge is an open-source community dedicated to the creation of the
next-generation of development tools and technologies."
fpc-srpm-macros,系统库,应用,其它,RPM macros needed by packages built with Free Pascal Compiler,"This package contains RPM macros needed by packages built with the
Free Pascal Compiler. For example, it makes available a macro that
lists all architectures where fpc is available."
fprintd,应用服务,应用,库,D-Bus service for Fingerprint reader access,D-Bus service to access fingerprint readers.
fprintd-pam,应用服务,核心,服务,PAM module for fingerprint authentication,"PAM module that uses the fprintd D-Bus service for fingerprint
authentication."
freeipmi,应用工具,系统,服务,IPMI remote console and system management software,"The FreeIPMI project provides ""Remote-Console"" (out-of-band) and
""System Management Software"" (in-band) based on Intelligent
Platform Management Interface specification."
freeipmi-bmc-watchdog,应用工具,系统,库,IPMI BMC watchdog,Provides a watchdog daemon for OS monitoring and recovery.
freeipmi-ipmidetectd,应用工具,系统,服务,IPMI node detection monitoring daemon,Provides a tool and a daemon for IPMI node detection.
freeipmi-ipmiseld,应用工具,系统,库,IPMI SEL syslog logging daemon,IPMI SEL syslog logging daemon.
freeradius,应用服务,系统,工具,High-performance and highly configurable free RADIUS server,"The FreeRADIUS Server Project is a high performance and highly configurable
GPL'd free RADIUS server. The server is similar in some respects to
Livingston's 2.0 server.  While FreeRADIUS started as a variant of the
Cistron RADIUS server, they don't share a lot in common any more. It now has
many more features than Cistron or Livingston, and is much more configurable.

FreeRADIUS is an Internet authentication daemon, which implements the RADIUS
protocol, as defined in RFC 2865 (and others). It allows Network Access
Servers (NAS boxes) to perform authentication for dial-up users. There are
also RADIUS clients available for Web servers, firewalls, Unix logins, and
more.  Using RADIUS allows authentication and authorization for a network to
be centralized, and minimizes the amount of re-configuration which has to be
done when adding or deleting new users."
freeradius-krb5,应用库,系统,服务,Kerberos 5 support for freeradius,This plugin provides the Kerberos 5 support for the FreeRADIUS server project.
freeradius-ldap,应用库,系统,服务,LDAP support for freeradius,This plugin provides the LDAP support for the FreeRADIUS server project.
freeradius-mysql,应用库,应用,服务,MySQL support for freeradius,This plugin provides the MySQL support for the FreeRADIUS server project.
freeradius-perl,应用库,系统,库,Perl support for freeradius,This plugin provides the Perl support for the FreeRADIUS server project.
freeradius-postgresql,应用库,应用,服务,Postgresql support for freeradius,This plugin provides the postgresql support for the FreeRADIUS server project.
freeradius-rest,应用库,系统,服务,REST support for freeradius,This plugin provides the REST support for the FreeRADIUS server project.
