name,label,text,summary,description
mingw32-filesystem,应用," MinGW cross compiler base filesystem and environment for the win32 target  This package contains the base filesystem layout, RPM macros and environment for all MinGW packages.", MinGW cross compiler base filesystem and environment for the win32 target," This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages."
mingw64-filesystem,应用," MinGW cross compiler base filesystem and environment for the win64 target  This package contains the base filesystem layout, RPM macros and environment for all MinGW packages.", MinGW cross compiler base filesystem and environment for the win64 target," This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages."
mingw-filesystem-base,应用," Generic files which are needed for both mingw32-filesystem and mingw64-filesystem  This package contains the base filesystem layout, RPM macros and environment for all MinGW packages.", Generic files which are needed for both mingw32-filesystem and mingw64-filesystem," This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages."
mingw32-fontconfig,应用, MinGW Windows Fontconfig library  MinGW Windows Fontconfig library., MinGW Windows Fontconfig library, MinGW Windows Fontconfig library.
mingw64-fontconfig,应用, MinGW Windows Fontconfig library  MinGW Windows Fontconfig library., MinGW Windows Fontconfig library, MinGW Windows Fontconfig library.
mingw32-freetype,应用, Free and portable font rendering engine  MinGW Windows Freetype library., Free and portable font rendering engine, MinGW Windows Freetype library.
mingw32-freetype-static,应用, Static version of the MinGW Windows Freetype library  Static version of the MinGW Windows Freetype library., Static version of the MinGW Windows Freetype library, Static version of the MinGW Windows Freetype library.
mingw64-freetype,应用, Free and portable font rendering engine  MinGW Windows Freetype library., Free and portable font rendering engine, MinGW Windows Freetype library.
mingw64-freetype-static,应用, Static version of the MinGW Windows Freetype library  Static version of the MinGW Windows Freetype library., Static version of the MinGW Windows Freetype library, Static version of the MinGW Windows Freetype library.
mingw32-cpp,应用, MinGW Windows cross-C Preprocessor for the win32 target  MinGW Windows cross-C Preprocessor for the win32 target., MinGW Windows cross-C Preprocessor for the win32 target, MinGW Windows cross-C Preprocessor for the win32 target.
mingw32-gcc,应用, MinGW Windows cross-compiler (GCC) for C for the win32 target  MinGW Windows cross-compiler (GCC) for C for the win32 target., MinGW Windows cross-compiler (GCC) for C for the win32 target, MinGW Windows cross-compiler (GCC) for C for the win32 target.
mingw32-gcc-c++,应用, MinGW Windows cross-compiler for C++ for the win32 target  MinGW Windows cross-compiler for C++ for the win32 target., MinGW Windows cross-compiler for C++ for the win32 target, MinGW Windows cross-compiler for C++ for the win32 target.
mingw64-cpp,应用, MinGW Windows cross-C Preprocessor for the win64 target.  MinGW Windows cross-C Preprocessor for the win64 target, MinGW Windows cross-C Preprocessor for the win64 target., MinGW Windows cross-C Preprocessor for the win64 target
mingw64-gcc,应用, MinGW Windows cross-compiler (GCC) for C for the win64 target  MinGW Windows cross-compiler (GCC) for C for the win64 target., MinGW Windows cross-compiler (GCC) for C for the win64 target, MinGW Windows cross-compiler (GCC) for C for the win64 target.
mingw64-gcc-c++,应用, MinGW Windows cross-compiler for C++ for the win64 target  MinGW Windows cross-compiler for C++ for the win64 target., MinGW Windows cross-compiler for C++ for the win64 target, MinGW Windows cross-compiler for C++ for the win64 target.
mingw32-gettext,应用, GNU libraries and utilities for producing multi-lingual messages  MinGW Windows Gettext library, GNU libraries and utilities for producing multi-lingual messages, MinGW Windows Gettext library
mingw32-gettext-static,应用, Static version of the MinGW Windows Gettext library  Static version of the MinGW Windows Gettext library., Static version of the MinGW Windows Gettext library, Static version of the MinGW Windows Gettext library.
mingw64-gettext,应用, GNU libraries and utilities for producing multi-lingual messages  MinGW Windows Gettext library, GNU libraries and utilities for producing multi-lingual messages, MinGW Windows Gettext library
mingw64-gettext-static,应用, Static version of the MinGW Windows Gettext library  Static version of the MinGW Windows Gettext library., Static version of the MinGW Windows Gettext library, Static version of the MinGW Windows Gettext library.
mingw32-glib2,应用, MinGW Windows Glib2 library for the win32 target  MinGW Windows Glib2 library., MinGW Windows Glib2 library for the win32 target, MinGW Windows Glib2 library.
